19, 23/11/15__14:24:22,4598, MOLT23A03411-021    , 1010-675D1C-343     ,544
21, 23/11/15__14:24:22,4598, MOLT23A03411-021    , 1011-675D1C-343     ,526
23, 23/11/15__14:24:22,4598, MOLT23A03411-021    , 1012-675D1C-343     ,564
25, 23/11/15__14:24:22,4598, MOLT23A03411-021    , 1013-675D1C-343     ,593
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/15__14:28:48,4598, MOLT23A03411-021    , 1014-675D1C-343     ,589
3, 23/11/15__14:28:48,4598, MOLT23A03411-021    , 1015-675D1C-343     ,581
5, 23/11/15__14:28:48,4598, MOLT23A03411-021    , 1016-675D1C-343     ,588
7, 23/11/15__14:28:48,4598, MOLT23A03411-021    , 1017-675D1C-343     ,591
9, 23/11/15__14:28:48,4598, MOLT23A03411-021    , 1018-675D1C-343     ,519
11, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
13, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
15, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
17, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
19, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
21, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
23, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
25, 23/11/15__14:28:48,4598, MOLT23A03411-021    , ,  
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/15__15:26:09,4598, MOLT23A03411-001    , 1012-675D1C-343     ,564
3, 23/11/15__15:26:09,4598, MOLT23A03411-001    , 1004-675D1C-343     ,543
5, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
7, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
9, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
11, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
13, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
15, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
17, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
19, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
21, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
23, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
25, 23/11/15__15:26:09,4598, MOLT23A03411-001    , ,  
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/15__15:37:02,4598, MOLT23A03411-001    , 1012-675D1C-343     ,563
3, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
5, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
7, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
9, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
11, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
13, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
15, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
17, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
19, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
21, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
23, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
25, 23/11/15__15:37:02,4598, MOLT23A03411-001    , ,  
Qty Sum ,_,_,_,_ ,0
