6323,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A01-Q231795-344     , EXT NG 
3, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A02-Q231795-344     , EXT NG 
5, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A03-Q231795-344     , EXT NG 
7, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A04-Q231795-344     , EXT NG 
9, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A05-Q231795-344     , EXT NG 
11, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A06-Q231795-344     , EXT NG 
13, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A07-Q231795-344     , EXT NG 
15, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A08-Q231795-344     , EXT NG 
17, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A09-Q231795-344     , EXT NG 
19, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A10-Q231795-344     , EXT NG 
21, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A11-Q231795-344     , EXT NG 
23, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A12-Q231795-344     , EXT NG 
25, 23/11/08__16:17:21,4598, MOLT23B00010-016    , A13-Q231795-344     , EXT NG 
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A14-Q231795-344     ,6323
3, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A15-Q231795-344     ,6322
5, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A16-Q231795-344     ,6322
7, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A17-Q231795-344     ,6320
9, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A18-Q231795-344     ,6316
11, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A19-Q231795-344     ,6322
13, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A20-Q231795-344     ,6319
15, 23/11/08__16:23:22,4598, MOLT23B00010-016    , A21-Q231795-344     ,1009
17, 23/11/08__16:23:22,4598, MOLT23B00010-016    , ,  
19, 23/11/08__16:23:22,4598, MOLT23B00010-016    , ,  
21, 23/11/08__16:23:22,4598, MOLT23B00010-016    , ,  
23, 23/11/08__16:23:22,4598, MOLT23B00010-016    , ,  
25, 23/11/08__16:23:22,4598, MOLT23B00010-016    , ,  
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty01, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A01-Q231795-344     , 006315 03, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A02-Q231795-344     , 006324 05, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A03-Q231795-344     , 006324 07, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A04-Q231795-344     , 006321 09, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A05-Q231795-344     , 006319 11, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A06-Q231795-344     , 006325 13, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A07-Q231795-344     , 006317 15, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A08-Q231795-344     , 006325 17, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A09-Q231795-344     , 006322 19, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A10-Q231795-344     , 006319 21, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A11-Q231795-344     , 006319 23, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A12-Q231795-344     , 006318 25, 23/11/08__16:32:09, 4598  , MOLT23B00010-016    , A13-Q231795-344     , 006325 Qty Sum ,_,_,_,_ ,000000 