Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A01-J338BHY-346     ,13513
3, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A02-J338BHY-346     ,13513
5, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A03-J338BHY-346     ,13513
7, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A04-J338BHY-346     ,13513
9, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A05-J338BHY-346     ,13513
11, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A06-J338BHY-346     ,13513
13, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A07-J338BHY-346     ,13513
15, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A08-J338BHY-346     ,13513
17, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A09-J338BHY-346     ,13513
19, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A10-J338BHY-346     ,13513
21, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A11-J338BHY-346     ,13513
23, 23/11/19__15:45:41,6914, MOLT23B01533-001    , A12-J338BHY-346     ,1311
25, 23/11/19__15:45:41,6914, MOLT23B01533-001    , ,  
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/19__17:13:00,6914,MOLT23B00986-014, CEL498              ,301
3, 23/11/19__17:13:00,6914,MOLT23B00986-015, CEL499              ,301
5, 23/11/19__17:13:00,6914,MOLT23B00986-016, CEL496              ,301
7, 23/11/19__17:13:00,6914,MOLT23B00986-017, CEL497              ,302
9, 23/11/19__17:13:00,6914,MOLT23B00986-018, CEL502              ,301
11, 23/11/19__17:13:00,6914,MOLT23B00986-019, CEL495              ,300
13, 23/11/19__17:13:00,6914,MOLT23B00986-020, CEG598              ,301
15, 23/11/19__17:13:00,6914,MOLT23B00986-021, CEH927              ,301
17, 23/11/19__17:13:00,6914,MOLT23B00986-022, CEH926              ,302
19, 23/11/19__17:13:00,6914,MOLT23B00986-023, CEH929              ,302
21, 23/11/19__17:13:00,6914,MOLT23B00986-024, CEH928              ,301
23, 23/11/19__17:13:00,6914,MOLT23B00986-025, CEH930              ,300
25, 23/11/19__17:13:00,6914,MOLT23B00986-026, CEH934              ,300
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/11/19__17:19:48,6914,MOLT23B00986-014, CEH933              ,302
3, 23/11/19__17:19:48,6914,MOLT23B00986-015, CEH935              ,300
5, 23/11/19__17:19:48,6914,MOLT23B00986-016, CEH936              ,301
7, 23/11/19__17:19:48,6914,MOLT23B00986-017, CEH937              ,302
9, 23/11/19__17:19:48,6914,MOLT23B00986-018, CEH932              ,302
11, 23/11/19__17:19:48,6914,MOLT23B00986-019, CEH931              ,234
13, 23/11/19__17:19:48,6914,MOLT23B00986-020, ,  
15, 23/11/19__17:19:48,6914,MOLT23B00986-021, ,  
17, 23/11/19__17:19:48,6914,MOLT23B00986-022, ,  
19, 23/11/19__17:19:48,6914,MOLT23B00986-023, ,  
21, 23/11/19__17:19:48,6914,MOLT23B00986-024, ,  
23, 23/11/19__17:19:48,6914,MOLT23B00986-025, ,  
25, 23/11/19__17:19:48,6914,MOLT23B00986-026, ,  
Qty Sum ,_,_,_,_ ,0
