Item,Data create,Op id,Mo #,Frame barcode,Qty
01, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CEF506              , 000624 
03, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV746              , 000626 
05, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV745              , 000627 
07, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CEF114              , 000626 
09, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV254              , 000626 
11, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CEF115              , 000624 
13, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CEF088              , 000626 
15, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV248              , 000627 
17, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV736              , 000624 
19, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV247              , 000626 
21, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CEF505              , 000625 
23, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CDV249              , 000625 
25, 23/09/10__05:48:33, 4695  , MOLT23900039-001    , CEF432              , 000624 
Qty Sum ,_,_,_,_ ,000000 
Item,Data create,Op id,Mo #,Frame barcode,Qty
01, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF431              , 000626 
03, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF430              , 000623 
05, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF429              , 000626 
07, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF428              , 000626 
09, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF426              , 000626 
11, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CDV740              , 000627 
13, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CDV750              , 000626 
15, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CDV741              , 000627 
17, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CDV767              , 000624 
19, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF504              , 000627 
21, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CDV762              , 000626 
23, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF586              , 000624 
25, 23/09/10__05:59:09, 4695  , MOLT23900039-001    , CEF585              , 000624 
Qty Sum ,_,_,_,_ ,000000 
Item,Data create,Op id,Mo #,Frame barcode,Qty
01, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF584              , 000627 
03, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF583              , 000626 
05, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF582              , 000625 
07, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF581              , 000627 
09, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF402              , 000625 
11, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF401              , 000626 
13, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF399              , 000625 
15, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF400              , 000626 
17, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF398              , 000627 
19, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF433              , 000626 
21, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEG012              , 000626 
23, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF801              , 000626 
25, 23/09/10__06:08:01, 4695  , MOLT23900039-001    , CEF155              , 000626 
Qty Sum ,_,_,_,_ ,000000 
Item,Data create,Op id,Mo #,Frame barcode,Qty
01, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF481              , 000625 
03, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF263              , 000626 
05, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CDI453              , 000625 
07, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF427              , 000625 
09, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF559              , 000626 
11, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF588              , 000627 
13, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF561              , 000627 
15, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF560              , 000625 
17, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF587              , 000626 
19, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF556              , 000624 
21, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CDG929              , 000627 
23, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF925              , 000627 
25, 23/09/10__06:16:53, 4695  , MOLT23900039-001    , CEF295              , 000094 
Qty Sum ,_,_,_,_ ,000000 
