Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV719              ,854
3, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV720              ,852
5, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV696              ,853
7, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV722              ,857
9, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV697              ,856
11, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV721              ,856
13, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV698              ,855
15, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV705              ,843
17, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDG455              ,857
19, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV706              ,858
21, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDG456              ,845
23, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV707              ,858
25, 23/09/13__06:49:43,6114, MOLT23900030-013    , CDV814              ,859
Qty Sum ,_,_,_,_ ,0
Item,Data create,Op id,Mo #,Frame barcode,Qty
1, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV793              ,855
3, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV794              ,857
5, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV795              ,855
7, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV694              ,858
9, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV718              ,858
11, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV711              ,856
13, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV716              ,857
15, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV710              ,857
17, 23/09/13__06:56:54,6114, MOLT23900030-013    , CDV717              ,377
19, 23/09/13__06:56:54,6114, MOLT23900030-013    , ,  
21, 23/09/13__06:56:54,6114, MOLT23900030-013    , ,  
23, 23/09/13__06:56:54,6114, MOLT23900030-013    , ,  
25, 23/09/13__06:56:54,6114, MOLT23900030-013    , ,  
Qty Sum ,_,_,_,_ ,0
